ProductLabel,Sphere,Cylinder,AntiReflectiveCoating,Id,Name,Deleted,Transitions,RemainingCount,LowInventoryWarning
-0.75/-5/CR39/TR,-0.75,-5.00,False,2,Plastic2,True,True,0,0
0.75/-5/CR39/TR,0.75,-5.00,False,2,Plastic2,True,True,0,0
-0.75/-5/Poly,-0.75,-5.00,False,1,Plastic,False,False,0,0
0.75/-5/Poly,0.75,-5.00,False,1,Plastic,False,False,0,0
-0.75/-5/Poly/AR,-0.75,-5.00,True,1,Plastic,False,False,0,0
0.75/-5/Poly/AR,0.75,-5.00,True,1,Plastic,False,False,0,0
-0.75/-5/Poly/TR,-0.75,-5.00,False,1,Plastic,False,True,0,0
0.75/-5/Poly/TR,0.75,-5.00,False,1,Plastic,False,True,0,0
-0.75/-6/CR39,-0.75,-6.00,False,2,Plastic2,True,False,0,0
0.75/-6/CR39,0.75,-6.00,False,2,Plastic2,True,False,0,0
-0.75/-6/CR39/AR,-0.75,-6.00,True,2,Plastic2,True,False,0,0
0.75/-6/CR39/AR,0.75,-6.00,True,2,Plastic2,True,False,0,0
-0.75/-6/CR39/TR,-0.75,-6.00,False,2,Plastic2,True,True,0,0
0.75/-6/CR39/TR,0.75,-6.00,False,2,Plastic2,True,True,0,0
-0.75/-6/Poly,-0.75,-6.00,False,1,Plastic,False,False,0,0
0.75/-6/Poly,0.75,-6.00,False,1,Plastic,False,False,0,0
-0.75/-6/Poly/AR,-0.75,-6.00,True,1,Plastic,False,False,0,0
0.75/-6/Poly/AR,0.75,-6.00,True,1,Plastic,False,False,0,0
-0.75/-6/Poly/TR,-0.75,-6.00,False,1,Plastic,False,True,0,0
0.75/-6/Poly/TR,0.75,-6.00,False,1,Plastic,False,True,0,0
0/-0.25/CR39,0.00,-0.25,False,2,Plastic2,True,False,0,0
0/-0.25/CR39/AR,0.00,-0.25,True,2,Plastic2,True,False,0,0
0/-0.25/CR39/TR,0.00,-0.25,False,2,Plastic2,True,True,0,0
0/-0.25/Poly,0.00,-0.25,False,1,Plastic,False,False,0,0
0/-0.25/Poly/AR,0.00,-0.25,True,1,Plastic,False,False,0,0
0/-0.25/Poly/TR,0.00,-0.25,False,1,Plastic,False,True,0,0
0/-0.5/CR39,0.00,-0.50,False,2,Plastic2,True,False,0,0
0/-0.5/CR39/AR,0.00,-0.50,True,2,Plastic2,True,False,0,0
0/-0.5/CR39/TR,0.00,-0.50,False,2,Plastic2,True,True,0,0
0/-0.5/Poly,0.00,-0.50,False,1,Plastic,False,False,0,0
0/-0.5/Poly/AR,0.00,-0.50,True,1,Plastic,False,False,0,0
0/-0.5/Poly/TR,0.00,-0.50,False,1,Plastic,False,True,0,0
0/-0.75/CR39,0.00,-0.75,False,2,Plastic2,True,False,0,0
0/-0.75/CR39/AR,0.00,-0.75,True,2,Plastic2,True,False,0,0
0/-0.75/CR39/TR,0.00,-0.75,False,2,Plastic2,True,True,0,0
0/-0.75/Poly,0.00,-0.75,False,1,Plastic,False,False,0,0
0/-0.75/Poly/AR,0.00,-0.75,True,1,Plastic,False,False,0,0
0/-0.75/Poly/TR,0.00,-0.75,False,1,Plastic,False,True,0,0
0/0/CR39,0.00,0.00,False,2,Plastic2,True,False,0,0
0/0/CR39/AR,0.00,0.00,True,2,Plastic2,True,False,0,0
0/0/CR39/TR,0.00,0.00,False,2,Plastic2,True,True,0,0
0/0/Poly,0.00,0.00,False,1,Plastic,False,False,0,0
0/0/Poly/AR,0.00,0.00,True,1,Plastic,False,False,0,0
0/0/Poly/TR,0.00,0.00,False,1,Plastic,False,True,0,0
0/-1.25/CR39,0.00,-1.25,False,2,Plastic2,True,False,0,0
0/-1.25/CR39/AR,0.00,-1.25,True,2,Plastic2,True,False,0,0
0/-1.25/CR39/TR,0.00,-1.25,False,2,Plastic2,True,True,0,0
0/-1.25/Poly,0.00,-1.25,False,1,Plastic,False,False,0,0
0/-1.25/Poly/AR,0.00,-1.25,True,1,Plastic,False,False,0,0
0/-1.25/Poly/TR,0.00,-1.25,False,1,Plastic,False,True,0,0
0/-1.5/CR39,0.00,-1.50,False,2,Plastic2,True,False,0,0
0/-1.5/CR39/AR,0.00,-1.50,True,2,Plastic2,True,False,0,0
0/-1.5/CR39/TR,0.00,-1.50,False,2,Plastic2,True,True,0,0
0/-1.5/Poly,0.00,-1.50,False,1,Plastic,False,False,0,0
0/-1.5/Poly/AR,0.00,-1.50,True,1,Plastic,False,False,0,0
0/-1.5/Poly/TR,0.00,-1.50,False,1,Plastic,False,True,0,0
0/-1.75/CR39,0.00,-1.75,False,2,Plastic2,True,False,0,0
0/-1.75/CR39/AR,0.00,-1.75,True,2,Plastic2,True,False,0,0
0/-1.75/CR39/TR,0.00,-1.75,False,2,Plastic2,True,True,0,0
0/-1.75/Poly,0.00,-1.75,False,1,Plastic,False,False,0,0
0/-1.75/Poly/AR,0.00,-1.75,True,1,Plastic,False,False,0,0
0/-1.75/Poly/TR,0.00,-1.75,False,1,Plastic,False,True,0,0
0/-1/CR39,0.00,-1.00,False,2,Plastic2,True,False,0,0
0/-1/CR39/AR,0.00,-1.00,True,2,Plastic2,True,False,0,0
0/-1/CR39/TR,0.00,-1.00,False,2,Plastic2,True,True,0,0
0/-1/Poly,0.00,-1.00,False,1,Plastic,False,False,0,0
0/-1/Poly/AR,0.00,-1.00,True,1,Plastic,False,False,0,0
0/-1/Poly/TR,0.00,-1.00,False,1,Plastic,False,True,0,0
0/-2.25/CR39,0.00,-2.25,False,2,Plastic2,True,False,0,0
0/-2.25/CR39/AR,0.00,-2.25,True,2,Plastic2,True,False,0,0
0/-2.25/CR39/TR,0.00,-2.25,False,2,Plastic2,True,True,0,0
0/-2.25/Poly,0.00,-2.25,False,1,Plastic,False,False,0,0
0/-2.25/Poly/AR,0.00,-2.25,True,1,Plastic,False,False,0,0
0/-2.25/Poly/TR,0.00,-2.25,False,1,Plastic,False,True,0,0
0/-2.5/CR39,0.00,-2.50,False,2,Plastic2,True,False,0,0
0/-2.5/CR39/AR,0.00,-2.50,True,2,Plastic2,True,False,0,0
0/-2.5/CR39/TR,0.00,-2.50,False,2,Plastic2,True,True,0,0
0/-2.5/Poly,0.00,-2.50,False,1,Plastic,False,False,0,0
0/-2.5/Poly/AR,0.00,-2.50,True,1,Plastic,False,False,0,0
0/-2.5/Poly/TR,0.00,-2.50,False,1,Plastic,False,True,0,0
0/-2.75/CR39,0.00,-2.75,False,2,Plastic2,True,False,0,0
0/-2.75/CR39/AR,0.00,-2.75,True,2,Plastic2,True,False,0,0
0/-2.75/CR39/TR,0.00,-2.75,False,2,Plastic2,True,True,0,0
0/-2.75/Poly,0.00,-2.75,False,1,Plastic,False,False,0,0
0/-2.75/Poly/AR,0.00,-2.75,True,1,Plastic,False,False,0,0
0/-2.75/Poly/TR,0.00,-2.75,False,1,Plastic,False,True,0,0
0/-2/CR39,0.00,-2.00,False,2,Plastic2,True,False,0,0
0/-2/CR39/AR,0.00,-2.00,True,2,Plastic2,True,False,0,0
0/-2/CR39/TR,0.00,-2.00,False,2,Plastic2,True,True,0,0
0/-2/Poly,0.00,-2.00,False,1,Plastic,False,False,0,0
0/-2/Poly/AR,0.00,-2.00,True,1,Plastic,False,False,0,0
0/-2/Poly/TR,0.00,-2.00,False,1,Plastic,False,True,0,0
0/-3.25/CR39,0.00,-3.25,False,2,Plastic2,True,False,0,0
0/-3.25/CR39/AR,0.00,-3.25,True,2,Plastic2,True,False,0,0
0/-3.25/CR39/TR,0.00,-3.25,False,2,Plastic2,True,True,0,0
0/-3.25/Poly,0.00,-3.25,False,1,Plastic,False,False,0,0
0/-3.25/Poly/AR,0.00,-3.25,True,1,Plastic,False,False,0,0
0/-3.25/Poly/TR,0.00,-3.25,False,1,Plastic,False,True,0,0
0/-3.5/CR39,0.00,-3.50,False,2,Plastic2,True,False,0,0
0/-3.5/CR39/AR,0.00,-3.50,True,2,Plastic2,True,False,0,0
0/-3.5/CR39/TR,0.00,-3.50,False,2,Plastic2,True,True,0,0
0/-3.5/Poly,0.00,-3.50,False,1,Plastic,False,False,0,0
0/-3.5/Poly/AR,0.00,-3.50,True,1,Plastic,False,False,0,0
0/-3.5/Poly/TR,0.00,-3.50,False,1,Plastic,False,True,0,0
0/-3.75/CR39,0.00,-3.75,False,2,Plastic2,True,False,0,0
0/-3.75/CR39/AR,0.00,-3.75,True,2,Plastic2,True,False,0,0
0/-3.75/CR39/TR,0.00,-3.75,False,2,Plastic2,True,True,0,0
0/-3.75/Poly,0.00,-3.75,False,1,Plastic,False,False,0,0
0/-3.75/Poly/AR,0.00,-3.75,True,1,Plastic,False,False,0,0
0/-3.75/Poly/TR,0.00,-3.75,False,1,Plastic,False,True,0,0
0/-3/CR39,0.00,-3.00,False,2,Plastic2,True,False,0,0
0/-3/CR39/AR,0.00,-3.00,True,2,Plastic2,True,False,0,0
0/-3/CR39/TR,0.00,-3.00,False,2,Plastic2,True,True,0,0
0/-3/Poly,0.00,-3.00,False,1,Plastic,False,False,0,0
0/-3/Poly/AR,0.00,-3.00,True,1,Plastic,False,False,0,0
0/-3/Poly/TR,0.00,-3.00,False,1,Plastic,False,True,0,0
0/-4.25/CR39,0.00,-4.25,False,2,Plastic2,True,False,0,0
0/-4.25/CR39/AR,0.00,-4.25,True,2,Plastic2,True,False,0,0
0/-4.25/CR39/TR,0.00,-4.25,False,2,Plastic2,True,True,0,0
0/-4.25/Poly,0.00,-4.25,False,1,Plastic,False,False,0,0
0/-4.25/Poly/AR,0.00,-4.25,True,1,Plastic,False,False,0,0
0/-4.25/Poly/TR,0.00,-4.25,False,1,Plastic,False,True,0,0
0/-4.5/CR39,0.00,-4.50,False,2,Plastic2,True,False,0,0
0/-4.5/CR39/AR,0.00,-4.50,True,2,Plastic2,True,False,0,0
0/-4.5/CR39/TR,0.00,-4.50,False,2,Plastic2,True,True,0,0
0/-4.5/Poly,0.00,-4.50,False,1,Plastic,False,False,0,0
0/-4.5/Poly/AR,0.00,-4.50,True,1,Plastic,False,False,0,0
0/-4.5/Poly/TR,0.00,-4.50,False,1,Plastic,False,True,0,0
0/-4.75/CR39,0.00,-4.75,False,2,Plastic2,True,False,0,0
0/-4.75/CR39/AR,0.00,-4.75,True,2,Plastic2,True,False,0,0
0/-4.75/CR39/TR,0.00,-4.75,False,2,Plastic2,True,True,0,0
0/-4.75/Poly,0.00,-4.75,False,1,Plastic,False,False,0,0
0/-4.75/Poly/AR,0.00,-4.75,True,1,Plastic,False,False,0,0
0/-4.75/Poly/TR,0.00,-4.75,False,1,Plastic,False,True,0,0
0/-4/CR39,0.00,-4.00,False,2,Plastic2,True,False,0,0
0/-4/CR39/AR,0.00,-4.00,True,2,Plastic2,True,False,0,0
0/-4/CR39/TR,0.00,-4.00,False,2,Plastic2,True,True,0,0
0/-4/Poly,0.00,-4.00,False,1,Plastic,False,False,0,0
0/-4/Poly/AR,0.00,-4.00,True,1,Plastic,False,False,0,0
0/-4/Poly/TR,0.00,-4.00,False,1,Plastic,False,True,0,0
0/-5.25/CR39,0.00,-5.25,False,2,Plastic2,True,False,0,0
0/-5.25/CR39/AR,0.00,-5.25,True,2,Plastic2,True,False,0,0
0/-5.25/CR39/TR,0.00,-5.25,False,2,Plastic2,True,True,0,0
0/-5.25/Poly,0.00,-5.25,False,1,Plastic,False,False,0,0
0/-5.25/Poly/AR,0.00,-5.25,True,1,Plastic,False,False,0,0
0/-5.25/Poly/TR,0.00,-5.25,False,1,Plastic,False,True,0,0
0/-5.5/CR39,0.00,-5.50,False,2,Plastic2,True,False,0,0
0/-5.5/CR39/AR,0.00,-5.50,True,2,Plastic2,True,False,0,0
0/-5.5/CR39/TR,0.00,-5.50,False,2,Plastic2,True,True,0,0
0/-5.5/Poly,0.00,-5.50,False,1,Plastic,False,False,0,0
0/-5.5/Poly/AR,0.00,-5.50,True,1,Plastic,False,False,0,0
0/-5.5/Poly/TR,0.00,-5.50,False,1,Plastic,False,True,0,0
0/-5.75/CR39,0.00,-5.75,False,2,Plastic2,True,False,0,0
0/-5.75/CR39/AR,0.00,-5.75,True,2,Plastic2,True,False,0,0
0/-5.75/CR39/TR,0.00,-5.75,False,2,Plastic2,True,True,0,0
0/-5.75/Poly,0.00,-5.75,False,1,Plastic,False,False,0,0
0/-5.75/Poly/AR,0.00,-5.75,True,1,Plastic,False,False,0,0
0/-5.75/Poly/TR,0.00,-5.75,False,1,Plastic,False,True,0,0
0/-5/CR39,0.00,-5.00,False,2,Plastic2,True,False,0,0
0/-5/CR39/AR,0.00,-5.00,True,2,Plastic2,True,False,0,0
0/-5/CR39/TR,0.00,-5.00,False,2,Plastic2,True,True,0,0
0/-5/Poly,0.00,-5.00,False,1,Plastic,False,False,0,0
0/-5/Poly/AR,0.00,-5.00,True,1,Plastic,False,False,0,0
0/-5/Poly/TR,0.00,-5.00,False,1,Plastic,False,True,0,0
0/-6/CR39,0.00,-6.00,False,2,Plastic2,True,False,0,0
0/-6/CR39/AR,0.00,-6.00,True,2,Plastic2,True,False,0,0
0/-6/CR39/TR,0.00,-6.00,False,2,Plastic2,True,True,0,0
0/-6/Poly,0.00,-6.00,False,1,Plastic,False,False,0,0
0/-6/Poly/AR,0.00,-6.00,True,1,Plastic,False,False,0,0
0/-6/Poly/TR,0.00,-6.00,False,1,Plastic,False,True,0,0
-1.25/-0.25/CR39,-1.25,-0.25,False,2,Plastic2,True,False,0,0
1.25/-0.25/CR39,1.25,-0.25,False,2,Plastic2,True,False,0,0
-1.25/-0.25/CR39/AR,-1.25,-0.25,True,2,Plastic2,True,False,0,0
1.25/-0.25/CR39/AR,1.25,-0.25,True,2,Plastic2,True,False,0,0
-1.25/-0.25/CR39/TR,-1.25,-0.25,False,2,Plastic2,True,True,0,0
1.25/-0.25/CR39/TR,1.25,-0.25,False,2,Plastic2,True,True,0,0
-1.25/-0.25/Poly,-1.25,-0.25,False,1,Plastic,False,False,0,0
1.25/-0.25/Poly,1.25,-0.25,False,1,Plastic,False,False,0,0
-1.25/-0.25/Poly/AR,-1.25,-0.25,True,1,Plastic,False,False,0,0
1.25/-0.25/Poly/AR,1.25,-0.25,True,1,Plastic,False,False,0,0
-1.25/-0.25/Poly/TR,-1.25,-0.25,False,1,Plastic,False,True,0,0
1.25/-0.25/Poly/TR,1.25,-0.25,False,1,Plastic,False,True,0,0
-1.25/-0.5/CR39,-1.25,-0.50,False,2,Plastic2,True,False,0,0
1.25/-0.5/CR39,1.25,-0.50,False,2,Plastic2,True,False,0,0
-1.25/-0.5/CR39/AR,-1.25,-0.50,True,2,Plastic2,True,False,0,0
1.25/-0.5/CR39/AR,1.25,-0.50,True,2,Plastic2,True,False,0,0
-1.25/-0.5/CR39/TR,-1.25,-0.50,False,2,Plastic2,True,True,0,0
1.25/-0.5/CR39/TR,1.25,-0.50,False,2,Plastic2,True,True,0,0
-1.25/-0.5/Poly,-1.25,-0.50,False,1,Plastic,False,False,0,0
1.25/-0.5/Poly,1.25,-0.50,False,1,Plastic,False,False,0,0
-1.25/-0.5/Poly/AR,-1.25,-0.50,True,1,Plastic,False,False,0,0
1.25/-0.5/Poly/AR,1.25,-0.50,True,1,Plastic,False,False,0,0
-1.25/-0.5/Poly/TR,-1.25,-0.50,False,1,Plastic,False,True,0,0
1.25/-0.5/Poly/TR,1.25,-0.50,False,1,Plastic,False,True,0,0
-1.25/-0.75/CR39,-1.25,-0.75,False,2,Plastic2,True,False,0,0
1.25/-0.75/CR39,1.25,-0.75,False,2,Plastic2,True,False,0,0
-1.25/-0.75/CR39/AR,-1.25,-0.75,True,2,Plastic2,True,False,0,0
1.25/-0.75/CR39/AR,1.25,-0.75,True,2,Plastic2,True,False,0,0
-1.25/-0.75/CR39/TR,-1.25,-0.75,False,2,Plastic2,True,True,0,0
1.25/-0.75/CR39/TR,1.25,-0.75,False,2,Plastic2,True,True,0,0
-1.25/-0.75/Poly,-1.25,-0.75,False,1,Plastic,False,False,0,0
1.25/-0.75/Poly,1.25,-0.75,False,1,Plastic,False,False,0,0
-1.25/-0.75/Poly/AR,-1.25,-0.75,True,1,Plastic,False,False,0,0
1.25/-0.75/Poly/AR,1.25,-0.75,True,1,Plastic,False,False,0,0
-1.25/-0.75/Poly/TR,-1.25,-0.75,False,1,Plastic,False,True,0,0
1.25/-0.75/Poly/TR,1.25,-0.75,False,1,Plastic,False,True,0,0
1.25/0/CR39,1.25,0.00,False,2,Plastic2,True,False,0,0
-1.25/0/CR39,-1.25,0.00,False,2,Plastic2,True,False,0,0
1.25/0/CR39/AR,1.25,0.00,True,2,Plastic2,True,False,0,0
-1.25/0/CR39/AR,-1.25,0.00,True,2,Plastic2,True,False,0,0
1.25/0/CR39/TR,1.25,0.00,False,2,Plastic2,True,True,0,0
-1.25/0/CR39/TR,-1.25,0.00,False,2,Plastic2,True,True,0,0
1.25/0/Poly,1.25,0.00,False,1,Plastic,False,False,0,0
-1.25/0/Poly,-1.25,0.00,False,1,Plastic,False,False,0,0
1.25/0/Poly/AR,1.25,0.00,True,1,Plastic,False,False,0,0
-1.25/0/Poly/AR,-1.25,0.00,True,1,Plastic,False,False,0,0
1.25/0/Poly/TR,1.25,0.00,False,1,Plastic,False,True,0,0
-1.25/0/Poly/TR,-1.25,0.00,False,1,Plastic,False,True,0,0
-1.25/-1.25/CR39,-1.25,-1.25,False,2,Plastic2,True,False,0,0
1.25/-1.25/CR39,1.25,-1.25,False,2,Plastic2,True,False,0,0
-1.25/-1.25/CR39/AR,-1.25,-1.25,True,2,Plastic2,True,False,0,0
1.25/-1.25/CR39/AR,1.25,-1.25,True,2,Plastic2,True,False,0,0
-1.25/-1.25/CR39/TR,-1.25,-1.25,False,2,Plastic2,True,True,0,0
1.25/-1.25/CR39/TR,1.25,-1.25,False,2,Plastic2,True,True,0,0
-1.25/-1.25/Poly,-1.25,-1.25,False,1,Plastic,False,False,0,0
1.25/-1.25/Poly,1.25,-1.25,False,1,Plastic,False,False,0,0
-1.25/-1.25/Poly/AR,-1.25,-1.25,True,1,Plastic,False,False,0,0
1.25/-1.25/Poly/AR,1.25,-1.25,True,1,Plastic,False,False,0,0
-1.25/-1.25/Poly/TR,-1.25,-1.25,False,1,Plastic,False,True,0,0
1.25/-1.25/Poly/TR,1.25,-1.25,False,1,Plastic,False,True,0,0
-1.25/-1.5/CR39,-1.25,-1.50,False,2,Plastic2,True,False,0,0
1.25/-1.5/CR39,1.25,-1.50,False,2,Plastic2,True,False,0,0
-1.25/-1.5/CR39/AR,-1.25,-1.50,True,2,Plastic2,True,False,0,0
1.25/-1.5/CR39/AR,1.25,-1.50,True,2,Plastic2,True,False,0,0
-1.25/-1.5/CR39/TR,-1.25,-1.50,False,2,Plastic2,True,True,0,0
1.25/-1.5/CR39/TR,1.25,-1.50,False,2,Plastic2,True,True,0,0
-1.25/-1.5/Poly,-1.25,-1.50,False,1,Plastic,False,False,0,0
1.25/-1.5/Poly,1.25,-1.50,False,1,Plastic,False,False,0,0
-1.25/-1.5/Poly/AR,-1.25,-1.50,True,1,Plastic,False,False,0,0
1.25/-1.5/Poly/AR,1.25,-1.50,True,1,Plastic,False,False,0,0
-1.25/-1.5/Poly/TR,-1.25,-1.50,False,1,Plastic,False,True,0,0
1.25/-1.5/Poly/TR,1.25,-1.50,False,1,Plastic,False,True,0,0
-1.25/-1.75/CR39,-1.25,-1.75,False,2,Plastic2,True,False,0,0
1.25/-1.75/CR39,1.25,-1.75,False,2,Plastic2,True,False,0,0
-1.25/-1.75/CR39/AR,-1.25,-1.75,True,2,Plastic2,True,False,0,0
1.25/-1.75/CR39/AR,1.25,-1.75,True,2,Plastic2,True,False,0,0
-1.25/-1.75/CR39/TR,-1.25,-1.75,False,2,Plastic2,True,True,0,0
1.25/-1.75/CR39/TR,1.25,-1.75,False,2,Plastic2,True,True,0,0
-1.25/-1.75/Poly,-1.25,-1.75,False,1,Plastic,False,False,0,0
1.25/-1.75/Poly,1.25,-1.75,False,1,Plastic,False,False,0,0
-1.25/-1.75/Poly/AR,-1.25,-1.75,True,1,Plastic,False,False,0,0
1.25/-1.75/Poly/AR,1.25,-1.75,True,1,Plastic,False,False,0,0
-1.25/-1.75/Poly/TR,-1.25,-1.75,False,1,Plastic,False,True,0,0
1.25/-1.75/Poly/TR,1.25,-1.75,False,1,Plastic,False,True,0,0
-1.25/-1/CR39,-1.25,-1.00,False,2,Plastic2,True,False,0,0
1.25/-1/CR39,1.25,-1.00,False,2,Plastic2,True,False,0,0
-1.25/-1/CR39/AR,-1.25,-1.00,True,2,Plastic2,True,False,0,0
1.25/-1/CR39/AR,1.25,-1.00,True,2,Plastic2,True,False,0,0
-1.25/-1/CR39/TR,-1.25,-1.00,False,2,Plastic2,True,True,0,0
1.25/-1/CR39/TR,1.25,-1.00,False,2,Plastic2,True,True,0,0
-1.25/-1/Poly,-1.25,-1.00,False,1,Plastic,False,False,0,0
1.25/-1/Poly,1.25,-1.00,False,1,Plastic,False,False,0,0
-1.25/-1/Poly/AR,-1.25,-1.00,True,1,Plastic,False,False,0,0
1.25/-1/Poly/AR,1.25,-1.00,True,1,Plastic,False,False,0,0
-1.25/-1/Poly/TR,-1.25,-1.00,False,1,Plastic,False,True,0,0
1.25/-1/Poly/TR,1.25,-1.00,False,1,Plastic,False,True,0,0
-1.25/-2.25/CR39,-1.25,-2.25,False,2,Plastic2,True,False,0,0
1.25/-2.25/CR39,1.25,-2.25,False,2,Plastic2,True,False,0,0
-1.25/-2.25/CR39/AR,-1.25,-2.25,True,2,Plastic2,True,False,0,0
1.25/-2.25/CR39/AR,1.25,-2.25,True,2,Plastic2,True,False,0,0
-1.25/-2.25/CR39/TR,-1.25,-2.25,False,2,Plastic2,True,True,0,0
1.25/-2.25/CR39/TR,1.25,-2.25,False,2,Plastic2,True,True,0,0
-1.25/-2.25/Poly,-1.25,-2.25,False,1,Plastic,False,False,0,0
1.25/-2.25/Poly,1.25,-2.25,False,1,Plastic,False,False,0,0
-1.25/-2.25/Poly/AR,-1.25,-2.25,True,1,Plastic,False,False,0,0
1.25/-2.25/Poly/AR,1.25,-2.25,True,1,Plastic,False,False,0,0
-1.25/-2.25/Poly/TR,-1.25,-2.25,False,1,Plastic,False,True,0,0
1.25/-2.25/Poly/TR,1.25,-2.25,False,1,Plastic,False,True,0,0
-1.25/-2.5/CR39,-1.25,-2.50,False,2,Plastic2,True,False,0,0
1.25/-2.5/CR39,1.25,-2.50,False,2,Plastic2,True,False,0,0
-1.25/-2.5/CR39/AR,-1.25,-2.50,True,2,Plastic2,True,False,0,0
1.25/-2.5/CR39/AR,1.25,-2.50,True,2,Plastic2,True,False,0,0
-1.25/-2.5/CR39/TR,-1.25,-2.50,False,2,Plastic2,True,True,0,0
1.25/-2.5/CR39/TR,1.25,-2.50,False,2,Plastic2,True,True,0,0
-1.25/-2.5/Poly,-1.25,-2.50,False,1,Plastic,False,False,0,0
1.25/-2.5/Poly,1.25,-2.50,False,1,Plastic,False,False,0,0
-1.25/-2.5/Poly/AR,-1.25,-2.50,True,1,Plastic,False,False,0,0
1.25/-2.5/Poly/AR,1.25,-2.50,True,1,Plastic,False,False,0,0
-1.25/-2.5/Poly/TR,-1.25,-2.50,False,1,Plastic,False,True,0,0
1.25/-2.5/Poly/TR,1.25,-2.50,False,1,Plastic,False,True,0,0
-1.25/-2.75/CR39,-1.25,-2.75,False,2,Plastic2,True,False,0,0
1.25/-2.75/CR39,1.25,-2.75,False,2,Plastic2,True,False,0,0
-1.25/-2.75/CR39/AR,-1.25,-2.75,True,2,Plastic2,True,False,0,0
1.25/-2.75/CR39/AR,1.25,-2.75,True,2,Plastic2,True,False,0,0
-1.25/-2.75/CR39/TR,-1.25,-2.75,False,2,Plastic2,True,True,0,0
1.25/-2.75/CR39/TR,1.25,-2.75,False,2,Plastic2,True,True,0,0
-1.25/-2.75/Poly,-1.25,-2.75,False,1,Plastic,False,False,0,0
1.25/-2.75/Poly,1.25,-2.75,False,1,Plastic,False,False,0,0
-1.25/-2.75/Poly/AR,-1.25,-2.75,True,1,Plastic,False,False,0,0
1.25/-2.75/Poly/AR,1.25,-2.75,True,1,Plastic,False,False,0,0
-1.25/-2.75/Poly/TR,-1.25,-2.75,False,1,Plastic,False,True,0,0
1.25/-2.75/Poly/TR,1.25,-2.75,False,1,Plastic,False,True,0,0
-1.25/-2/CR39,-1.25,-2.00,False,2,Plastic2,True,False,0,0
1.25/-2/CR39,1.25,-2.00,False,2,Plastic2,True,False,0,0
-1.25/-2/CR39/AR,-1.25,-2.00,True,2,Plastic2,True,False,0,0
1.25/-2/CR39/AR,1.25,-2.00,True,2,Plastic2,True,False,0,0
-1.25/-2/CR39/TR,-1.25,-2.00,False,2,Plastic2,True,True,0,0
1.25/-2/CR39/TR,1.25,-2.00,False,2,Plastic2,True,True,0,0
-1.25/-2/Poly,-1.25,-2.00,False,1,Plastic,False,False,0,0
1.25/-2/Poly,1.25,-2.00,False,1,Plastic,False,False,0,0
-1.25/-2/Poly/AR,-1.25,-2.00,True,1,Plastic,False,False,0,0
1.25/-2/Poly/AR,1.25,-2.00,True,1,Plastic,False,False,0,0
-1.25/-2/Poly/TR,-1.25,-2.00,False,1,Plastic,False,True,0,0
1.25/-2/Poly/TR,1.25,-2.00,False,1,Plastic,False,True,0,0
-1.25/-3.25/CR39,-1.25,-3.25,False,2,Plastic2,True,False,0,0
1.25/-3.25/CR39,1.25,-3.25,False,2,Plastic2,True,False,0,0
-1.25/-3.25/CR39/AR,-1.25,-3.25,True,2,Plastic2,True,False,0,0
1.25/-3.25/CR39/AR,1.25,-3.25,True,2,Plastic2,True,False,0,0
-1.25/-3.25/CR39/TR,-1.25,-3.25,False,2,Plastic2,True,True,0,0
1.25/-3.25/CR39/TR,1.25,-3.25,False,2,Plastic2,True,True,0,0
-1.25/-3.25/Poly,-1.25,-3.25,False,1,Plastic,False,False,0,0
1.25/-3.25/Poly,1.25,-3.25,False,1,Plastic,False,False,0,0
-1.25/-3.25/Poly/AR,-1.25,-3.25,True,1,Plastic,False,False,0,0
1.25/-3.25/Poly/AR,1.25,-3.25,True,1,Plastic,False,False,0,0
-1.25/-3.25/Poly/TR,-1.25,-3.25,False,1,Plastic,False,True,0,0
1.25/-3.25/Poly/TR,1.25,-3.25,False,1,Plastic,False,True,0,0
-1.25/-3.5/CR39,-1.25,-3.50,False,2,Plastic2,True,False,0,0
1.25/-3.5/CR39,1.25,-3.50,False,2,Plastic2,True,False,0,0
-1.25/-3.5/CR39/AR,-1.25,-3.50,True,2,Plastic2,True,False,0,0
1.25/-3.5/CR39/AR,1.25,-3.50,True,2,Plastic2,True,False,0,0
-1.25/-3.5/CR39/TR,-1.25,-3.50,False,2,Plastic2,True,True,0,0
1.25/-3.5/CR39/TR,1.25,-3.50,False,2,Plastic2,True,True,0,0
-1.25/-3.5/Poly,-1.25,-3.50,False,1,Plastic,False,False,0,0
1.25/-3.5/Poly,1.25,-3.50,False,1,Plastic,False,False,0,0
-1.25/-3.5/Poly/AR,-1.25,-3.50,True,1,Plastic,False,False,0,0
1.25/-3.5/Poly/AR,1.25,-3.50,True,1,Plastic,False,False,0,0
-1.25/-3.5/Poly/TR,-1.25,-3.50,False,1,Plastic,False,True,0,0
1.25/-3.5/Poly/TR,1.25,-3.50,False,1,Plastic,False,True,0,0
-1.25/-3.75/CR39,-1.25,-3.75,False,2,Plastic2,True,False,0,0
1.25/-3.75/CR39,1.25,-3.75,False,2,Plastic2,True,False,0,0
-1.25/-3.75/CR39/AR,-1.25,-3.75,True,2,Plastic2,True,False,0,0
1.25/-3.75/CR39/AR,1.25,-3.75,True,2,Plastic2,True,False,0,0
-1.25/-3.75/CR39/TR,-1.25,-3.75,False,2,Plastic2,True,True,0,0
